56,88,5,0
94,92,3,2
38,131,2,4
68,124,3,7
136,58,11,1
87,64,7,5
106,71,5,2
18,142,0,0
49,131,4,4
124,76,1,6
108,99,2,4
104,74,0,2
110,39,3,2
55,118,4,5
67,136,3,6
55,121,5,5
142,68,5,2
76,83,4,9
62,111,2,1
37,85,4,8
79,109,2,5
101,94,6,5
88,79,0,2
80,146,3,6
117,60,4,2
95,92,2,2
117,59,1,3
47,109,4,3
37,127,0,5
61,105,4,4
80,119,5,4
51,118,5,9
91,92,5,5
47,156,3,4
109,64,3,3
60,106,1,1
99,94,1,1
37,91,0,4
67,123,1,3
141,37,2,3
48,144,1,5
100,61,3,3
105,78,4,0
143,68,2,1
99,66,3,3
83,91,2,0
66,111,4,4
80,121,2,2
120,84,2,2
103,67,4,1
45,129,1,4
112,67,5,1
89,94,2,2
114,75,4,1
90,80,3,3
113,80,3,3
105,69,4,2
49,112,1,5
109,75,7,2
45,129,6,2
108,78,2,6
35,161,0,7
147,54,5,2
113,26,7,4
72,91,2,5
69,80,3,3
75,129,1,0
107,60,4,0
134,90,4,2
113,48,7,3
65,107,3,4
148,72,1,1
63,111,1,4
69,95,4,3
76,136,1,6
51,152,5,7
102,71,6,3
87,68,5,6
27,135,2,4
78,97,2,2
59,101,1,2
48,111,0,3
66,106,4,1
122,69,1,4
94,86,1,6
135,38,4,1
121,68,0,3
52,147,4,5
69,123,6,4
80,71,1,1
85,87,3,7
137,34,2,1
91,83,3,4
87,115,5,2
43,145,4,6
74,95,7,3
91,82,2,7
43,146,3,6
77,114,1,2
61,143,2,1
47,136,2,3
54,124,0,0
34,122,3,2
131,33,5,0
68,101,1,5
52,139,2,6
59,138,3,5
114,53,4,6
116,103,0,5
134,67,3,5
96,77,0,2
89,85,7,4
90,95,1,1
77,129,0,1
128,57,1,3
70,89,3,4
98,97,2,5
48,137,2,7
99,101,2,3
74,85,0,7
46,98,6,4
29,122,1,4
78,113,1,3
116,81,4,2
55,86,1,3
116,76,3,1
52,123,1,2
69,105,5,0
86,63,1,5
131,36,3,2
63,99,4,2
114,59,4,0
103,72,2,3
101,65,5,1
82,102,4,5
53,117,1,3
63,115,2,2
68,103,2,3
111,91,1,3
127,61,7,2
51,108,1,2
87,108,3,3
82,67,2,2
105,81,3,3
70,87,0,4
45,144,5,3
56,90,6,1
80,88,2,4
61,81,3,2
126,46,11,2
18,119,4,5
61,93,1,1
55,110,5,1
81,124,4,5
76,114,3,3
92,99,6,2
34,109,1,5
82,87,2,4
102,61,2,2
91,77,1,3
83,79,4,1
124,49,2,2
34,124,1,4
136,39,2,3
74,121,2,1
104,127,5,3
29,151,3,4
75,82,1,5
70,110,1,3
66,140,2,1
59,98,3,5
105,63,8,2
43,157,0,5
66,105,5,5
79,97,2,4
94,78,5,4
97,72,3,1
86,132,2,7
75,135,2,1
45,123,2,5
92,72,2,5
71,100,3,6
78,63,2,2
44,125,3,4
64,106,3,1
68,125,1,2
111,75,4,2
63,74,2,2
110,68,4,1
67,108,5,6
52,152,1,7
51,138,1,8
69,114,1,1
90,64,3,4
103,91,4,1
101,82,7,2
72,91,4,4
125,59,2,2
87,96,4,7
36,139,2,5
44,119,1,3
88,80,6,2
63,79,3,2
74,95,3,3
93,119,5,3
83,58,3,1
40,94,3,0
65,71,3,8
100,108,2,2
46,136,2,6
62,104,1,1
39,134,0,3
144,41,8,2
54,114,2,1
62,130,2,7
50,133,1,2
110,82,3,6
88,109,4,2
56,103,2,6
67,113,1,3
80,94,1,1
54,110,2,5
93,73,0,0
99,82,5,1
121,41,7,2
46,110,2,3
75,96,1,5
119,63,7,4
111,58,6,3
168,12,9,1
76,101,2,3
180,14,1,1
31,147,1,6
72,111,2,5
79,77,0,4
78,86,2,0
62,108,4,3
44,119,1,3
76,98,3,2
94,94,3,3
55,143,1,7
45,144,3,0
67,91,3,2
108,72,2,1
51,117,1,6
46,137,0,3
70,123,4,2
89,54,3,2
88,67,3,9
33,141,2,8
141,43,4,1
44,91,3,4
77,131,2,5
92,77,6,6
71,108,3,4
57,127,4,4
71,100,3,8
116,68,4,6
97,69,5,3
103,98,3,3
80,85,2,1
55,154,1,4
79,91,4,3
98,92,3,1
159,32,2,0
88,81,4,3
86,65,3,0
120,69,5,4
120,63,7,4
77,90,3,4
58,96,5,3
60,93,3,5
127,43,3,1
86,81,3,6
41,130,3,3
36,127,1,5
57,77,1,2
42,132,1,2
81,103,2,2
62,80,6,6
55,114,5,3
50,103,3,4
92,68,2,2
74,86,0,1
37,136,3,1
57,115,0,2
71,69,0,3
84,75,4,3
45,121,1,3
47,119,2,3
34,122,4,5
114,62,2,2
69,97,2,4
107,81,0,3
129,74,2,2
96,96,3,1
94,90,4,2
122,55,6,4
87,85,0,6
81,104,3,3
105,101,2,1
85,98,1,3
87,67,5,1
69,108,6,9
71,70,7,1
77,116,0,5
85,100,2,1
97,99,2,8
124,44,5,1
71,95,5,5
21,139,3,2
48,120,2,2
58,125,4,5
130,52,3,0
70,144,1,4
75,62,6,3
71,140,1,2
64,90,2,2
62,96,0,2
59,118,4,6
40,138,3,3
86,102,4,4
53,123,4,4
58,130,0,6
68,94,2,2
41,134,0,6
50,131,5,6
98,88,5,3
57,130,2,1
89,79,7,3
113,63,7,2
113,90,4,3
93,101,4,2
77,102,4,2
96,96,4,2
84,83,1,2
101,63,3,1
116,89,1,7
88,97,3,3
96,64,1,2
21,134,2,5
100,100,2,0
120,65,4,1
85,129,3,3
69,93,0,2
82,93,4,6
82,93,2,4
71,100,4,3
60,112,6,1
105,97,3,1
74,79,3,4
103,76,4,3
80,85,4,3
112,62,2,3
113,55,3,1
63,74,4,4
106,90,3,3
122,37,5,4
110,98,2,5
95,83,2,3
75,103,4,1
87,101,3,2
59,146,3,2
113,54,8,3
81,103,2,3
169,39,5,4
77,111,1,3
71,83,9,3
56,115,7,4
143,30,3,1
70,122,2,2
111,60,5,4
79,76,1,1
78,112,3,2
85,80,3,3
72,75,4,1
80,69,3,2
78,65,7,2
129,72,4,4
84,62,2,5
44,110,2,2
100,120,3,5
110,66,2,2
90,90,6,5
73,117,4,2
94,96,5,3
77,124,3,6
150,57,7,1
128,78,5,3
162,60,2,3
60,113,1,4
115,73,4,3
58,142,1,3
93,79,4,2
86,80,8,5
151,12,7,2
47,120,2,5
101,73,2,3
79,71,5,3
115,89,7,2
97,70,2,2
80,89,1,2
81,93,2,6
51,116,3,4
38,95,3,5
88,118,3,6
82,64,5,1
26,132,0,3
74,100,5,1
99,65,3,3
54,117,1,2
130,68,1,2
66,122,1,3
131,56,3,3
32,105,2,4
88,86,2,3
147,42,3,3
70,77,1,0
99,85,2,4
130,59,6,6
70,106,2,3
44,117,2,7
36,133,6,2
97,55,1,1
48,134,2,8
71,83,2,3
89,77,4,0
105,64,4,0
64,111,2,1
44,122,2,6
106,88,6,5
59,113,1,3
111,50,6,0
117,53,2,3
63,114,3,3
32,157,1,6
56,100,5,6
118,62,0,1
111,62,8,0
93,97,4,6
35,143,7,7
40,140,2,4
78,76,4,3
75,126,1,9
55,101,4,2
69,92,0,2
69,99,5,1
73,91,0,5
50,118,1,2
36,147,4,3
61,126,0,3
75,79,3,3
99,73,4,2
87,71,2,1
122,86,3,2
58,129,1,6
72,84,4,0
39,158,2,2
71,115,3,5
74,87,5,5
36,149,3,3
18,119,3,4
66,119,5,0
149,35,5,0
132,44,2,2
43,123,3,3
43,115,4,4
104,66,2,3
86,114,2,5
98,78,2,1
12,137,0,10
136,36,3,5
130,64,4,3
99,71,5,3
73,83,2,5
77,117,0,3
48,116,5,3
65,137,2,3
101,61,3,3
56,118,2,2
88,78,5,4
114,60,2,1
45,124,2,3
80,115,4,1
65,90,2,0
34,118,2,3
34,113,2,0
49,132,0,3
100,84,3,0
67,113,1,7
83,94,5,2
101,94,7,3
91,106,6,2
87,129,5,3
104,81,3,1
86,88,4,7
154,56,7,1
59,105,4,3
103,77,2,2
122,42,5,2
63,90,2,1
53,96,3,4
68,104,3,1
45,118,1,7
65,82,3,4
113,76,2,1
83,110,0,2
84,119,7,3
47,133,5,4
90,71,0,4
102,78,1,5
100,74,2,3
56,144,4,4
88,98,4,1
114,73,4,3
106,44,4,0
58,113,5,6
137,74,7,1
37,122,2,4
119,56,3,2
125,78,1,3
57,114,4,7
101,102,7,6
19,163,3,3
109,67,2,2
92,70,2,1
14,158,0,4
134,64,8,5
55,110,5,3
104,49,4,2
103,94,2,3
79,127,4,3
140,49,7,1
97,61,4,2
83,79,4,1
116,64,4,5
40,122,0,6
50,98,2,3
140,55,2,4
42,117,1,5
50,149,2,3
117,45,5,0
64,117,3,3
57,111,0,5
74,83,1,3
73,92,1,1
44,118,1,3
35,108,5,2
41,135,1,4
81,125,3,4
83,87,5,1
68,90,2,1
56,84,3,3
71,100,6,4
60,124,2,3
39,114,3,2
44,166,3,5
18,164,3,4
64,78,2,5
115,106,4,2
40,156,3,4
125,83,1,1
105,88,5,3
137,36,5,2
60,150,5,0
57,119,4,5
43,98,2,7
22,145,3,4
97,107,1,4
35,118,0,1
98,68,4,5
70,109,3,2
65,100,2,1
67,118,2,4
116,61,1,1
102,81,3,1
62,100,3,5
34,126,2,6
89,75,5,5
15,168,3,6
94,97,4,3
136,97,4,3
112,52,2,3
94,52,6,2
36,126,2,9
104,80,2,3
57,94,1,5
113,51,0,5
62,127,0,3
96,87,4,3
71,104,4,2
43,121,3,3
77,111,12,4
68,87,2,4
45,125,2,3
79,79,5,1
63,117,7,3
117,21,8,8
89,107,2,4
76,85,4,4
113,52,3,3
95,84,3,3
124,88,5,2
64,81,5,3
55,130,1,3
61,126,2,3
83,99,4,6
31,114,1,10
117,76,5,8
81,135,1,1
105,67,1,5
132,34,7,2
96,87,4,0
76,85,5,2
78,72,3,2
76,112,4,3
29,143,2,8
50,94,2,4
83,75,2,2
49,95,6,3
35,108,2,4
85,61,1,1
65,85,4,0
74,109,4,6
97,91,4,0
86,55,8,2
79,108,5,3
66,107,3,2
32,130,4,2
81,101,6,1
75,108,6,1
114,101,4,1
93,97,3,5
95,47,5,4
76,80,7,4
125,74,2,4
126,43,9,2
81,131,4,5
80,108,5,4
131,73,1,4
81,111,4,10
106,106,2,4
81,84,5,4
97,86,4,3
32,104,2,7
129,45,6,1
135,41,5,3
26,110,4,3
91,99,2,3
121,64,6,2
115,78,2,0
37,111,1,0
75,93,2,1
65,89,3,2
89,79,1,4
62,111,6,3
111,66,4,1
126,76,3,5
20,143,4,6
75,95,2,3
48,116,5,2
52,110,5,4
97,100,6,4
104,85,0,4
75,68,5,3
61,111,3,4
80,124,1,3
80,94,2,4
38,171,3,7
112,93,3,1
93,107,4,4
104,88,6,1
72,106,3,4
128,66,1,2
74,139,1,6
91,97,2,2
45,144,0,5
70,92,3,3
60,143,1,2
35,142,1,5
55,144,0,3
97,64,2,1
63,120,3,3
79,77,4,5
113,66,5,0
47,158,2,2
60,102,1,1
22,157,3,5
41,135,1,4
111,89,5,1
50,106,2,6
104,79,3,5
96,93,4,2
83,111,2,9
33,142,1,4
106,95,3,5
88,72,6,3
39,130,0,2
93,92,3,3
13,167,3,5
80,93,4,3
108,96,4,4
96,79,4,0
105,66,4,3
92,96,7,3
86,72,3,5
63,89,1,3
57,107,1,2
78,122,2,5
57,159,1,5
99,80,2,4
43,167,2,7
70,94,3,1
112,84,2,2
96,71,1,4
114,59,9,2
36,158,1,3
79,75,1,3
127,27,5,4
37,118,0,2
70,89,2,7
40,139,3,5
70,92,5,0
83,61,4,4
108,82,5,1
88,94,1,4
46,134,3,3
53,140,3,5
90,101,3,2
132,82,4,3
123,57,3,2
84,66,1,5
85,72,6,3
62,118,1,4
114,84,1,1
59,109,5,1
112,62,4,5
44,132,3,3
105,90,2,1
125,51,4,4
77,100,5,8
76,120,3,2
140,35,5,1
89,87,2,1
64,132,2,4
115,83,6,2
74,107,2,0
59,113,3,6
71,112,1,1
125,35,7,3
77,112,4,2
109,68,0,3
43,136,2,2
63,94,1,2
98,59,4,3
90,78,5,5
56,117,0,8
49,155,0,4
65,122,4,3
68,122,0,2
29,123,3,3
82,62,5,1
37,134,3,5
82,99,3,6
74,112,1,2
47,123,0,6
69,109,2,2
127,62,5,2
54,117,1,7
46,146,1,4
13,153,1,4
65,100,4,5
96,85,3,1
68,109,2,4
49,116,7,4
39,139,3,6
136,62,5,0
47,158,0,6
73,149,2,6
64,95,2,5
69,123,2,5
75,84,5,0
62,100,4,3
70,81,4,1
81,71,4,0
78,98,6,4
42,135,4,9
66,122,3,8
86,108,3,8
72,91,0,7
101,72,5,0
92,117,2,2
38,112,1,5
129,89,6,1
67,125,3,5
150,47,2,1
107,63,4,7
61,116,3,2
108,73,2,4
126,39,3,3
107,96,3,3
119,70,3,2
102,91,7,4
126,72,4,5
40,119,3,7
72,104,2,4
111,78,3,3
142,42,4,2
94,71,3,3
115,44,3,6
46,158,1,7
82,66,4,3
87,85,5,2
122,77,0,4
32,162,0,6
74,90,2,4
95,93,4,4
101,67,5,3
113,92,10,1
71,120,3,2
82,86,1,1
27,133,1,3
101,46,4,0
37,130,2,1
99,86,3,2
82,118,5,1
41,148,4,4
109,76,3,4
45,148,3,2
103,111,6,3
165,16,4,2
77,119,4,8
125,99,5,4
54,134,4,8
55,131,1,2
60,129,4,1
43,129,2,4
106,95,5,2
153,39,4,1
46,161,5,2
116,39,5,5
88,73,5,0
96,79,8,1
102,72,4,2
92,100,2,6
152,14,5,0
101,96,2,7
50,87,0,4
65,109,3,4
102,64,4,1
58,91,1,3
118,68,4,1
86,92,4,5
76,123,4,4
56,93,2,1
119,65,5,2
76,83,1,5
15,148,0,7
46,155,4,3
65,107,3,2
104,66,6,2
86,110,4,1
128,56,6,2
18,146,1,6
94,81,5,1
138,36,6,4
65,105,2,3
103,94,7,4
71,103,3,2
66,114,3,4
102,89,3,5
137,28,4,3
44,106,5,3
122,92,4,3
98,97,3,6
28,173,2,6
91,117,2,2
36,110,3,2
135,68,8,4
90,83,3,4
86,46,0,3
69,107,3,0
103,53,3,3
70,104,4,6
130,52,2,1
95,69,4,0
69,90,2,2
121,54,0,1
27,131,3,4
58,108,1,2
92,69,3,3
47,167,0,5
101,77,2,4
71,107,2,3
101,87,4,1
75,89,2,2
138,34,6,1
84,111,4,3
94,90,3,4
93,81,3,1
139,52,7,1
65,128,1,3
39,144,2,4
37,138,2,2
92,85,4,3
116,96,1,8
143,52,9,1
92,91,7,2
39,105,3,8
114,82,3,2
65,93,3,2
99,97,3,2
42,127,2,2
66,104,1,1
75,94,4,3
114,97,2,3
59,88,3,8
33,154,4,9
138,39,8,4
39,137,1,9
91,81,4,1
95,82,3,2
62,115,1,4
132,79,5,5
76,118,0,1
105,87,4,4
61,111,3,2
144,40,8,1
89,89,3,3
56,84,0,2
75,105,7,5
65,67,8,2
99,70,0,4
175,17,9,2
120,63,6,3
83,106,9,0
70,103,4,4
76,104,4,0
108,61,3,1
79,120,5,2
112,81,4,4
65,105,2,3
101,72,4,6
78,73,2,1
77,132,1,6
91,72,5,2
96,88,0,0
114,59,5,3
53,145,1,2
89,66,4,5
103,81,4,2
145,72,6,1
86,74,3,3
47,101,2,4
119,82,12,1
34,160,2,2
97,62,3,4
113,56,3,3
106,91,5,1
84,68,5,2
87,83,0,1
120,114,1,3
116,39,2,1
63,122,3,4
82,82,2,4
126,67,8,3
93,104,3,2
41,113,2,3
67,124,3,6
67,88,0,5
101,68,4,3
112,56,4,6
58,149,1,4
53,94,0,6
101,98,0,4
93,86,5,4
66,99,5,6
111,47,8,3
81,73,3,6
111,57,4,3
58,130,3,3
35,118,2,3
127,66,7,6
137,56,2,2
76,113,2,1
91,75,1,1
59,137,1,4
105,82,5,6
90,100,0,2
75,96,1,6
91,98,3,3
67,93,1,2
79,83,2,2
92,122,0,2
84,112,2,5
54,92,1,5
84,66,3,2
93,58,2,2
72,112,4,4
57,86,3,5
112,76,4,3
60,97,1,3
79,118,2,4
126,49,3,2
124,28,5,0
85,95,2,5
84,51,3,0
20,186,5,6
107,58,0,2
63,88,3,5
98,59,5,3
81,99,0,6
98,106,9,2
81,95,3,2
112,78,4,1
63,120,1,5
82,88,4,5
75,84,5,9
67,100,4,3
42,155,0,6
98,60,2,1
69,85,2,1
91,79,2,5
65,97,3,1
87,63,3,2
152,15,8,1
61,120,2,7
50,116,4,5
98,71,3,2
103,91,3,0
73,99,3,0
81,137,2,8
70,82,4,3
118,67,5,2
126,39,2,2
75,90,7,9
27,123,0,3
71,118,2,0
54,113,1,6
51,97,2,3
67,116,3,1
95,94,8,5
58,129,0,1
74,106,3,2
40,107,2,4
55,120,1,3
98,97,6,6
83,123,6,3
75,95,2,5
65,129,2,6
64,133,3,6
83,72,0,3
99,57,2,6
104,97,6,4
87,101,5,9
96,77,7,3
63,102,3,1
87,92,3,2
92,99,3,5
77,83,6,0
109,88,5,4
69,98,5,5
71,107,3,0
132,27,2,0
91,92,2,3
132,49,1,3
106,69,8,7
62,124,3,0
74,108,1,5
48,119,4,7
96,95,4,3
45,90,0,1
74,112,2,10
14,184,0,10
108,74,2,3
105,78,3,2
80,96,4,1
61,122,2,3
16,161,1,5
64,97,4,4
103,63,1,6
71,119,4,6
99,93,7,3
112,60,5,3
55,124,2,7
80,114,4,4
63,81,0,4
11,181,1,5
104,71,3,2
50,124,1,3
100,49,2,0
49,116,0,3
47,98,4,3
30,173,0,9
50,155,7,3
79,92,1,7
108,109,1,1
105,80,2,5
69,101,2,4
81,129,4,7
75,112,0,0
43,143,0,9
180,15,4,1
85,101,1,4
94,84,3,2
88,104,4,7
100,95,3,0
88,91,2,2
149,54,2,0
109,57,3,3
85,115,0,3
42,111,1,4
37,145,1,7
86,65,2,3
81,106,3,5
78,78,6,4
116,56,1,2
33,140,1,5
82,64,5,1
158,65,10,3
127,62,6,0
64,116,2,1
118,48,6,0
122,84,5,2
66,103,3,3
105,36,3,2
61,98,5,4
91,80,4,2
46,131,1,3
201,9,1,1
57,141,1,6
72,118,0,7
94,97,3,2
114,60,4,1
85,100,4,2
93,78,9,1
78,98,2,3
34,128,4,1
55,103,3,4
102,93,2,1
86,92,2,2
143,44,1,4
99,73,3,4
108,90,3,3
42,95,2,5
67,95,4,3
149,45,3,4
74,112,1,3
36,130,2,2
108,59,1,4
17,147,3,1
81,95,4,4
91,73,2,1
55,115,5,2
75,74,3,3
72,102,4,3
137,40,3,1
30,116,4,6
87,78,7,2
69,90,2,1
79,141,7,2
82,106,4,2
100,44,5,4
61,118,2,9
93,77,2,3
62,94,6,1
62,96,3,4
94,65,2,2
46,127,1,4
79,118,5,3
74,112,1,1
50,136,5,4
131,77,2,2
71,85,3,8
69,76,5,4
104,80,2,4
128,70,4,0
100,92,4,1
112,76,6,1
74,103,5,2
47,135,2,7
14,167,0,3
75,119,1,3
114,62,5,0
103,93,6,7
88,96,4,2
87,88,3,3
105,77,7,3
101,82,4,0
54,122,2,3
47,135,0,2
56,142,3,4
44,136,3,2
55,146,2,5
87,86,3,1
91,110,2,4
55,100,3,3
92,91,6,4
123,85,2,7
76,92,5,6
90,39,6,2
62,96,3,4
42,133,3,2
146,14,2,2
19,149,2,2
120,49,2,0
74,118,3,1
71,115,1,5
58,99,4,4
86,91,2,2
82,110,6,3
62,103,1,6
64,108,1,3
53,121,4,3
57,102,2,5
105,83,3,4
91,89,3,4
58,127,1,3
106,91,6,7
71,133,2,3
33,117,6,1
161,32,9,5
60,147,3,2
65,113,1,2
79,103,3,3
12,170,1,5
31,142,3,3
26,164,5,4
120,55,3,1
71,68,2,4
96,53,3,5
36,100,0,4
58,151,5,6
113,67,4,3
88,104,1,2
63,94,4,5
65,104,2,6
129,36,5,1
107,90,1,4
89,139,3,9
115,59,2,0
39,120,9,6
79,124,1,2
75,81,4,1
45,104,1,6
166,16,7,0
37,111,3,7
32,136,0,5
17,130,2,5
42,144,4,5
94,94,3,4
89,137,0,1
46,136,7,7
81,83,5,2
66,95,2,5
66,103,8,1
75,118,1,8
58,112,1,6
99,104,2,1
88,99,2,4
80,86,4,5
107,92,3,2
107,100,6,5
103,32,8,3
77,112,4,3
95,80,9,3
58,119,0,7
95,86,5,3
90,109,1,7
116,73,5,3
113,92,5,2
98,96,1,1
124,50,1,1
61,108,2,5
98,70,1,1
142,51,6,4
52,139,1,3
100,63,9,2
44,126,6,6
40,138,1,1
100,89,4,2
12,129,2,10
52,108,2,5
72,89,1,0
168,16,4,4
74,60,4,2
59,111,1,1
77,58,4,2
102,69,3,3
118,37,7,3
38,122,2,2
64,109,1,3
103,69,6,3
127,52,2,2
47,136,0,4
56,94,1,1
126,67,6,2
36,122,3,5
65,124,5,9
63,115,2,1
73,91,0,1
156,34,4,0
83,105,0,1
94,90,5,3
127,66,5,2
117,63,3,2
62,108,6,2
83,92,5,2
32,137,4,4
128,57,3,1
58,99,1,3
37,105,2,3
44,113,4,4
71,93,2,0
47,126,1,2
151,80,4,3
51,120,1,1
64,80,3,3
108,53,5,4
97,109,4,3
102,47,1,3
28,131,2,2
80,114,2,1
92,93,4,1
78,100,1,5
59,128,3,2
77,88,0,4
119,66,7,7
58,98,6,5
156,55,8,1
118,82,2,1
117,56,2,2
93,99,2,2
18,152,2,3
62,100,2,6
46,131,2,1
43,136,2,4
36,144,5,4
59,120,1,2
100,81,5,5
89,122,5,3
86,66,5,5
74,119,4,1
70,103,0,6
181,36,7,0
78,103,6,6
71,99,4,2
62,121,3,0
68,74,3,1
132,78,0,4
95,82,5,7
52,108,5,2
97,113,5,5
60,94,2,2
62,103,2,5
70,92,5,2
161,49,5,1
42,123,3,6
145,61,5,2
108,48,1,1
106,75,2,2
90,54,3,8
48,129,1,1
49,101,3,5
64,113,9,3
51,140,0,3
31,136,5,7
70,86,6,3
56,119,2,3
16,164,6,7
95,78,2,1
123,65,1,2
153,69,1,4
79,94,4,3
92,73,3,0
71,86,3,7
127,100,3,1
126,50,1,0
128,30,7,3
76,106,1,2
76,146,4,3
66,121,2,1
91,71,2,3
60,99,3,4
39,115,0,3
63,85,3,6
39,117,2,3
88,109,3,0
10,197,0,6
96,80,7,2
65,100,6,3
52,116,3,5
72,107,1,3
121,67,6,3
56,126,2,4
72,119,1,2
41,127,0,4
60,139,1,7
60,134,5,5
39,144,0,2
72,108,2,5
91,100,4,0
98,122,3,3
17,173,2,7
73,119,2,4
105,74,0,3
105,100,0,5
131,56,9,0
125,77,3,4
31,142,3,4
76,81,5,4
56,109,3,1
58,87,3,7
63,105,3,1
61,117,1,1
59,71,2,1
53,112,3,3
88,59,4,1
75,107,1,4
118,74,2,0
66,125,2,11
29,112,2,5
48,136,0,6
130,71,6,5
39,114,2,4
86,128,1,3
119,64,6,3
39,124,1,8
75,106,2,0
42,137,3,5
100,62,4,3
90,104,2,2
51,128,1,8
34,147,3,6
119,49,4,2
92,72,4,4
79,104,1,4
65,150,1,4
96,63,12,2
82,90,5,2
116,56,4,2
38,146,2,4
71,96,0,7
103,93,5,2
50,126,8,6
73,111,2,5
74,122,5,8
72,111,6,4
88,94,7,4
63,127,1,0
101,97,0,4
47,162,1,4
109,76,2,3
60,94,3,4
49,109,0,2
52,105,6,3
113,63,3,4
115,73,1,3
40,153,1,0
61,143,2,7
28,141,1,4
95,98,5,6
45,146,3,6
71,110,2,7
57,113,3,4
59,99,2,1
103,64,6,1
96,73,3,0
15,137,0,8
105,91,3,4
111,63,2,4
18,158,1,5
127,58,3,0
60,110,2,2
76,96,4,4
105,104,2,3
89,62,5,7
73,92,4,4
41,150,3,5
116,82,2,0
80,70,2,2
62,125,3,10
106,61,3,5
64,96,2,4
83,101,1,1
17,160,6,4
88,77,4,3
19,162,2,3
63,110,6,5
75,94,0,6
112,49,0,2
49,83,1,1
79,77,3,3
95,87,3,5
102,57,5,4
49,122,1,5
50,114,3,4
117,57,6,4
94,75,3,3
92,68,1,4
68,105,4,5
92,89,3,5
129,68,8,7
24,123,2,4
61,84,5,8
37,143,1,3
58,102,2,2
151,16,6,3
98,85,7,2
117,64,4,1
54,99,5,3
91,60,1,4
67,75,3,4
132,65,2,2
110,85,0,1
167,31,4,2
75,102,3,2
126,51,5,2
63,146,2,5
69,148,3,3
144,47,6,1
91,119,2,7
83,119,2,1
66,102,1,5
97,61,3,0
120,77,2,2
99,92,3,2
88,111,3,1
76,96,4,0
38,136,2,3
64,121,3,2
78,89,6,4
84,80,1,0
66,137,5,5
73,97,4,5
64,96,3,1
113,70,4,1
102,88,7,4
77,97,2,1
86,66,2,4
95,96,2,4
65,105,2,2
57,103,1,5
83,85,4,4
51,130,2,1
84,91,2,2
66,110,7,5
51,117,2,3
95,92,4,3
135,52,4,3
59,124,5,4
13,165,2,7
91,101,4,2
86,83,2,8
76,134,3,3
20,129,5,4
52,121,5,8
81,79,1,0
90,71,4,2
123,89,7,2
109,51,0,9
150,44,9,0
100,109,3,0
73,145,2,5
93,99,2,2
90,87,3,4
76,86,2,2
175,45,4,4
47,103,5,3
43,126,2,4
102,84,4,4
37,112,2,4
82,85,6,0
99,97,2,6
124,38,6,1
79,100,3,2
55,114,4,5
116,62,7,3
79,93,1,3
110,66,2,2
85,85,5,4
76,113,2,4
48,146,2,6
65,103,1,6
99,75,4,2
71,94,3,4
98,83,4,4
98,73,5,1
108,69,6,4
62,116,0,5
103,79,2,0
152,52,3,2
42,114,0,3
99,71,3,2
100,83,0,1
60,134,3,7
94,111,3,4
87,92,1,3
87,84,5,1
78,80,1,4
67,110,3,6
161,17,6,2
81,118,2,3
91,90,2,5
105,64,3,1
76,105,2,3
99,39,4,4
55,131,3,3
60,104,3,2
53,99,3,1
38,115,3,5
48,109,3,5
151,36,7,5
138,79,2,4
17,168,1,4
